,pid,tid,beers,last_modified
582,33,234,2,2018-05-17 11:19:17.656745
583,34,234,3,2018-05-17 11:19:17.656787
584,39,234,2,2018-05-17 11:19:17.656854
585,42,234,4,2018-05-17 11:19:17.656902
586,11,234,7,2018-05-17 11:19:17.656952
587,46,234,6,2018-05-17 11:19:17.656994
588,55,234,2,2018-05-17 11:19:17.657047
589,56,234,5,2018-05-17 11:19:17.657090
590,58,234,3,2018-05-17 11:19:17.657135
591,59,234,4,2018-05-17 11:19:17.657198
592,63,234,5,2018-05-17 11:19:17.657245
593,1,233,4,2018-05-17 11:19:17.658089
594,41,233,2,2018-05-17 11:19:17.658178
595,9,233,5,2018-05-17 11:19:17.658226
596,21,233,4,2018-05-17 11:19:17.658293
597,22,233,2,2018-05-17 11:19:17.658344
598,33,233,1,2018-05-17 11:19:17.658415
599,37,233,2,2018-05-17 11:19:17.658482
600,39,233,4,2018-05-17 11:19:17.658567
601,11,233,5,2018-05-17 11:19:17.658633
602,46,233,2,2018-05-17 11:19:17.658676
603,55,233,3,2018-05-17 11:19:17.658727
604,56,233,2,2018-05-17 11:19:17.658773
605,59,233,4,2018-05-17 11:19:17.658824
606,63,233,4,2018-05-17 11:19:17.658866
607,1,232,6,2018-05-17 11:19:17.659605
608,41,232,4,2018-05-17 11:19:17.659679
609,9,232,7,2018-05-17 11:19:17.659726
610,14,232,3,2018-05-17 11:19:17.659790
611,21,232,4,2018-05-17 11:19:17.659836
612,22,232,4,2018-05-17 11:19:17.659888
613,25,232,4,2018-05-17 11:19:17.659944
614,33,232,2,2018-05-17 11:19:17.659994
615,34,232,3,2018-05-17 11:19:17.660037
616,39,232,4,2018-05-17 11:19:17.660102
617,42,232,5,2018-05-17 11:19:17.660144
618,43,232,4,2018-05-17 11:19:17.660188
619,11,232,5,2018-05-17 11:19:17.660231
620,46,232,4,2018-05-17 11:19:17.660273
621,55,232,4,2018-05-17 11:19:17.660323
622,58,232,3,2018-05-17 11:19:17.660373
623,59,232,3,2018-05-17 11:19:17.660415
624,1,231,8,2018-05-17 11:19:17.661551
625,8,231,3,2018-05-17 11:19:17.661658
626,41,231,2,2018-05-17 11:19:17.661734
627,9,231,9,2018-05-17 11:19:17.661803
628,14,231,2,2018-05-17 11:19:17.661897
629,21,231,5,2018-05-17 11:19:17.661964
630,32,231,2,2018-05-17 11:19:17.662044
631,22,231,5,2018-05-17 11:19:17.662116
632,23,231,3,2018-05-17 11:19:17.662182
633,34,231,4,2018-05-17 11:19:17.662279
634,39,231,2,2018-05-17 11:19:17.662390
635,42,231,3,2018-05-17 11:19:17.662464
636,11,231,4,2018-05-17 11:19:17.662553
637,46,231,4,2018-05-17 11:19:17.662620
638,58,231,3,2018-05-17 11:19:17.662718
639,59,231,4,2018-05-17 11:19:17.662795
640,63,231,5,2018-05-17 11:19:17.662861
641,41,230,3,2018-05-17 11:19:17.663974
642,9,230,4,2018-05-17 11:19:17.664041
643,21,230,5,2018-05-17 11:19:17.664113
644,35,230,5,2018-05-17 11:19:17.664217
645,39,230,4,2018-05-17 11:19:17.664269
646,46,230,1,2018-05-17 11:19:17.664340
647,59,230,3,2018-05-17 11:19:17.664475
648,63,230,4,2018-05-17 11:19:17.664556
649,4,229,3,2018-05-17 11:19:17.665406
650,41,229,5,2018-05-17 11:19:17.665479
651,9,229,4,2018-05-17 11:19:17.665527
652,14,229,4,2018-05-17 11:19:17.665587
653,22,229,4,2018-05-17 11:19:17.665651
654,33,229,2,2018-05-17 11:19:17.665735
655,34,229,1,2018-05-17 11:19:17.665782
656,43,229,5,2018-05-17 11:19:17.665862
657,46,229,3,2018-05-17 11:19:17.665913
658,50,229,1,2018-05-17 11:19:17.665956
659,58,229,1,2018-05-17 11:19:17.666013
660,59,229,3,2018-05-17 11:19:17.666063
661,63,229,2,2018-05-17 11:19:17.666105
662,9,227,4,2018-05-17 11:19:17.668001
663,12,227,1,2018-05-17 11:19:17.668088
664,21,227,5,2018-05-17 11:19:17.668153
665,22,227,3,2018-05-17 11:19:17.668210
666,31,227,2,2018-05-17 11:19:17.668272
667,33,227,3,2018-05-17 11:19:17.668320
668,43,227,7,2018-05-17 11:19:17.668410
669,55,227,6,2018-05-17 11:19:17.668477
670,63,227,5,2018-05-17 11:19:17.668544
671,9,226,7,2018-05-17 11:19:17.669293
672,14,226,3,2018-05-17 11:19:17.669368
673,21,226,6,2018-05-17 11:19:17.669421
674,31,226,4,2018-05-17 11:19:17.669553
675,39,226,3,2018-05-17 11:19:17.669648
676,43,226,7,2018-05-17 11:19:17.669703
677,59,226,4,2018-05-17 11:19:17.670449
678,41,225,3,2018-05-17 11:19:17.671350
679,9,225,3,2018-05-17 11:19:17.671424
680,21,225,3,2018-05-17 11:19:17.671496
681,23,225,4,2018-05-17 11:19:17.671557
682,43,225,3,2018-05-17 11:19:17.671684
683,46,225,3,2018-05-17 11:19:17.671738
684,9,224,3,2018-05-17 11:19:17.672661
685,21,224,2,2018-05-17 11:19:17.672747
686,22,224,2,2018-05-17 11:19:17.672803
687,33,224,2,2018-05-17 11:19:17.672871
688,59,224,3,2018-05-17 11:19:17.673011
689,9,223,7,2018-05-17 11:19:17.673763
690,21,223,8,2018-05-17 11:19:17.673842
691,22,223,6,2018-05-17 11:19:17.673897
692,33,223,4,2018-05-17 11:19:17.673964
693,39,223,3,2018-05-17 11:19:17.674037
694,43,223,2,2018-05-17 11:19:17.674088
695,46,223,5,2018-05-17 11:19:17.674138
696,55,223,6,2018-05-17 11:19:17.674188
697,59,223,4,2018-05-17 11:19:17.674245
698,63,223,5,2018-05-17 11:19:17.674288
699,9,222,6,2018-05-17 11:19:17.675050
700,12,222,2,2018-05-17 11:19:17.675117
701,21,222,6,2018-05-17 11:19:17.675173
702,22,222,2,2018-05-17 11:19:17.675227
703,23,222,2,2018-05-17 11:19:17.675270
704,33,222,3,2018-05-17 11:19:17.675329
705,11,222,4,2018-05-17 11:19:17.675423
706,46,222,6,2018-05-17 11:19:17.675466
707,50,222,2,2018-05-17 11:19:17.675509
708,59,222,4,2018-05-17 11:19:17.675576
709,63,222,6,2018-05-17 11:19:17.675619
710,9,221,7,2018-05-17 11:19:17.676359
711,21,221,4,2018-05-17 11:19:17.676441
712,22,221,2,2018-05-17 11:19:17.676497
713,34,221,5,2018-05-17 11:19:17.676572
714,42,221,3,2018-05-17 11:19:17.676644
715,11,221,2,2018-05-17 11:19:17.676696
716,46,221,6,2018-05-17 11:19:17.676739
717,50,221,1,2018-05-17 11:19:17.676780
718,55,221,1,2018-05-17 11:19:17.676823
719,59,221,3,2018-05-17 11:19:17.676881
720,63,221,5,2018-05-17 11:19:17.676923
721,41,220,2,2018-05-17 11:19:17.677696
722,14,220,3,2018-05-17 11:19:17.677787
723,21,220,2,2018-05-17 11:19:17.677837
724,22,220,4,2018-05-17 11:19:17.677891
725,42,220,5,2018-05-17 11:19:17.678012
726,43,220,6,2018-05-17 11:19:17.678057
727,55,220,5,2018-05-17 11:19:17.678132
728,59,220,3,2018-05-17 11:19:17.678190
729,8,219,2,2018-05-17 11:19:17.678899
730,41,219,5,2018-05-17 11:19:17.678956
731,9,219,5,2018-05-17 11:19:17.679003
732,21,219,5,2018-05-17 11:19:17.679070
733,22,219,4,2018-05-17 11:19:17.679121
734,31,219,2,2018-05-17 11:19:17.679250
735,46,219,3,2018-05-17 11:19:17.679364
736,50,219,3,2018-05-17 11:19:17.679408
737,55,219,3,2018-05-17 11:19:17.679451
738,59,219,3,2018-05-17 11:19:17.679510
739,63,219,2,2018-05-17 11:19:17.679553
740,41,218,5,2018-05-17 11:19:17.680290
741,9,218,3,2018-05-17 11:19:17.680347
742,21,218,6,2018-05-17 11:19:17.680417
743,22,218,3,2018-05-17 11:19:17.680470
744,31,218,3,2018-05-17 11:19:17.680529
745,33,218,2,2018-05-17 11:19:17.680613
746,37,218,2,2018-05-17 11:19:17.680701
747,39,218,3,2018-05-17 11:19:17.680748
748,42,218,4,2018-05-17 11:19:17.680792
749,43,218,1,2018-05-17 11:19:17.680836
750,46,218,3,2018-05-17 11:19:17.680891
751,55,218,4,2018-05-17 11:19:17.680970
752,59,218,4,2018-05-17 11:19:17.681047
753,41,217,5,2018-05-17 11:19:17.682405
754,9,217,5,2018-05-17 11:19:17.682507
755,14,217,7,2018-05-17 11:19:17.682575
756,21,217,9,2018-05-17 11:19:17.682645
757,22,217,5,2018-05-17 11:19:17.682700
758,23,217,5,2018-05-17 11:19:17.682745
759,25,217,1,2018-05-17 11:19:17.682792
760,39,217,4,2018-05-17 11:19:17.682882
761,42,217,6,2018-05-17 11:19:17.682927
762,11,217,3,2018-05-17 11:19:17.682978
763,46,217,10,2018-05-17 11:19:17.683087
764,50,217,1,2018-05-17 11:19:17.683132
765,55,217,3,2018-05-17 11:19:17.683175
766,59,217,3,2018-05-17 11:19:17.683234
767,48,217,1,2018-05-17 11:19:17.683571
768,61,217,10,2018-05-17 11:19:17.683711
769,41,216,1,2018-05-17 11:19:17.684102
770,21,216,1,2018-05-17 11:19:17.684192
771,59,216,1,2018-05-17 11:19:17.684376
772,41,214,3,2018-05-17 11:19:17.685134
773,9,214,3,2018-05-17 11:19:17.685215
774,12,214,1,2018-05-17 11:19:17.685272
775,14,214,2,2018-05-17 11:19:17.685320
776,22,214,3,2018-05-17 11:19:17.685382
777,33,214,3,2018-05-17 11:19:17.685449
778,11,214,2,2018-05-17 11:19:17.685543
779,46,214,3,2018-05-17 11:19:17.685586
780,55,214,2,2018-05-17 11:19:17.685637
781,59,214,3,2018-05-17 11:19:17.685698
782,13,214,2,2018-05-17 11:19:17.685798
783,38,214,3,2018-05-17 11:19:17.685968
784,22,212,30,2018-05-17 11:19:17.686685
785,12,211,3,2018-05-17 11:19:17.687723
786,21,211,3,2018-05-17 11:19:17.687820
787,22,211,3,2018-05-17 11:19:17.687880
788,34,211,2,2018-05-17 11:19:17.687957
789,11,211,1,2018-05-17 11:19:17.688053
790,46,211,1,2018-05-17 11:19:17.688102
791,63,211,2,2018-05-17 11:19:17.688185
792,41,210,8,2018-05-17 11:19:17.688919
793,9,210,7,2018-05-17 11:19:17.688978
794,12,210,5,2018-05-17 11:19:17.689035
795,21,210,7,2018-05-17 11:19:17.689098
796,33,210,3,2018-05-17 11:19:17.689196
797,37,210,2,2018-05-17 11:19:17.689266
798,39,210,2,2018-05-17 11:19:17.689311
799,11,210,5,2018-05-17 11:19:17.689371
800,46,210,5,2018-05-17 11:19:17.689415
801,55,210,3,2018-05-17 11:19:17.689468
802,41,213,5,2018-05-17 11:19:17.690238
803,9,213,4,2018-05-17 11:19:17.690295
804,21,213,5,2018-05-17 11:19:17.690371
805,33,213,3,2018-05-17 11:19:17.690453
806,39,213,4,2018-05-17 11:19:17.690529
807,11,213,4,2018-05-17 11:19:17.690591
808,46,213,4,2018-05-17 11:19:17.690639
809,59,213,3,2018-05-17 11:19:17.690712
810,1,209,2,2018-05-17 11:19:17.691464
811,8,209,2,2018-05-17 11:19:17.691531
812,41,209,4,2018-05-17 11:19:17.691580
813,9,209,5,2018-05-17 11:19:17.691625
814,12,209,1,2018-05-17 11:19:17.691677
815,21,209,4,2018-05-17 11:19:17.691731
816,22,209,3,2018-05-17 11:19:17.691783
817,33,209,3,2018-05-17 11:19:17.691849
818,11,209,6,2018-05-17 11:19:17.691942
819,55,209,3,2018-05-17 11:19:17.692000
820,59,209,4,2018-05-17 11:19:17.692058
821,1,208,1,2018-05-17 11:19:17.692764
822,4,208,1,2018-05-17 11:19:17.692822
823,41,208,1,2018-05-17 11:19:17.692882
824,12,208,1,2018-05-17 11:19:17.692942
825,14,208,1,2018-05-17 11:19:17.692986
826,21,208,1,2018-05-17 11:19:17.693034
827,22,208,2,2018-05-17 11:19:17.693086
828,23,208,1,2018-05-17 11:19:17.693131
829,33,208,2,2018-05-17 11:19:17.693191
830,42,208,2,2018-05-17 11:19:17.693271
831,59,208,1,2018-05-17 11:19:17.693365
832,63,208,2,2018-05-17 11:19:17.693407
833,41,207,3,2018-05-17 11:19:17.694118
834,9,207,1,2018-05-17 11:19:17.694181
835,22,207,1,2018-05-17 11:19:17.694295
836,31,207,2,2018-05-17 11:19:17.694361
837,11,207,4,2018-05-17 11:19:17.694482
838,46,207,1,2018-05-17 11:19:17.694528
839,59,207,1,2018-05-17 11:19:17.694642
840,27,207,2,2018-05-17 11:19:17.694833
841,1,206,3,2018-05-17 11:19:17.695428
842,4,206,3,2018-05-17 11:19:17.695488
843,41,206,7,2018-05-17 11:19:17.695544
844,9,206,6,2018-05-17 11:19:17.695590
845,12,206,2,2018-05-17 11:19:17.695644
846,14,206,2,2018-05-17 11:19:17.695686
847,21,206,7,2018-05-17 11:19:17.695728
848,31,206,4,2018-05-17 11:19:17.695800
849,33,206,4,2018-05-17 11:19:17.695845
850,34,206,3,2018-05-17 11:19:17.695887
851,39,206,5,2018-05-17 11:19:17.695952
852,11,206,1,2018-05-17 11:19:17.696016
853,46,206,4,2018-05-17 11:19:17.696059
854,55,206,2,2018-05-17 11:19:17.696109
855,59,206,5,2018-05-17 11:19:17.696172
856,63,206,3,2018-05-17 11:19:17.696226
857,10,206,7,2018-05-17 11:19:17.696315
858,13,206,2,2018-05-17 11:19:17.696361
859,27,206,2,2018-05-17 11:19:17.696535
860,38,206,2,2018-05-17 11:19:17.696704
861,4,205,4,2018-05-17 11:19:17.697280
862,41,205,5,2018-05-17 11:19:17.697350
863,9,205,3,2018-05-17 11:19:17.697402
864,12,205,1,2018-05-17 11:19:17.697457
865,22,205,4,2018-05-17 11:19:17.697540
866,33,205,3,2018-05-17 11:19:17.697611
867,34,205,4,2018-05-17 11:19:17.697679
868,37,205,2,2018-05-17 11:19:17.697790
869,39,205,1,2018-05-17 11:19:17.697868
870,11,205,1,2018-05-17 11:19:17.697962
871,46,205,2,2018-05-17 11:19:17.698012
872,55,205,1,2018-05-17 11:19:17.698066
873,59,205,3,2018-05-17 11:19:17.698126
874,63,205,3,2018-05-17 11:19:17.698175
875,2,205,2,2018-05-17 11:19:17.698236
876,36,205,1,2018-05-17 11:19:17.698447
877,38,205,2,2018-05-17 11:19:17.698494
878,47,205,1,2018-05-17 11:19:17.698598
879,49,205,3,2018-05-17 11:19:17.698680
880,4,204,4,2018-05-17 11:19:17.699145
881,41,204,3,2018-05-17 11:19:17.699213
882,22,204,2,2018-05-17 11:19:17.699307
883,11,204,5,2018-05-17 11:19:17.699435
884,46,204,4,2018-05-17 11:19:17.699483
885,55,204,4,2018-05-17 11:19:17.699535
886,27,204,1,2018-05-17 11:19:17.699739
887,47,204,2,2018-05-17 11:19:17.699899
888,41,203,1,2018-05-17 11:19:17.700373
889,14,203,3,2018-05-17 11:19:17.700455
890,21,203,6,2018-05-17 11:19:17.700507
891,23,203,3,2018-05-17 11:19:17.700571
892,33,203,2,2018-05-17 11:19:17.700634
893,42,203,5,2018-05-17 11:19:17.700719
894,43,203,7,2018-05-17 11:19:17.700764
895,50,203,4,2018-05-17 11:19:17.700823
896,55,203,3,2018-05-17 11:19:17.700867
897,59,203,2,2018-05-17 11:19:17.700927
898,63,203,1,2018-05-17 11:19:17.700974
899,10,203,4,2018-05-17 11:19:17.701062
900,47,203,3,2018-05-17 11:19:17.701337
901,41,202,1,2018-05-17 11:19:17.701823
902,21,202,3,2018-05-17 11:19:17.701912
903,33,202,8,2018-05-17 11:19:17.701999
904,35,202,2,2018-05-17 11:19:17.702064
905,46,202,1,2018-05-17 11:19:17.702148
906,55,202,1,2018-05-17 11:19:17.702200
907,63,202,3,2018-05-17 11:19:17.702274
908,47,202,1,2018-05-17 11:19:17.702575
909,41,201,4,2018-05-17 11:19:17.703049
910,14,201,8,2018-05-17 11:19:17.703131
911,22,201,4,2018-05-17 11:19:17.703197
912,23,201,2,2018-05-17 11:19:17.703327
913,25,201,3,2018-05-17 11:19:17.703378
914,33,201,1,2018-05-17 11:19:17.703441
915,43,201,4,2018-05-17 11:19:17.703528
916,11,201,7,2018-05-17 11:19:17.703576
917,46,201,3,2018-05-17 11:19:17.703620
918,50,201,4,2018-05-17 11:19:17.703664
919,59,201,4,2018-05-17 11:19:17.703771
920,63,201,5,2018-05-17 11:19:17.703817
921,10,201,6,2018-05-17 11:19:17.703905
922,47,201,5,2018-05-17 11:19:17.704146
923,48,201,2,2018-05-17 11:19:17.704211
924,4,200,5,2018-05-17 11:19:17.704647
925,41,200,6,2018-05-17 11:19:17.704716
926,32,200,1,2018-05-17 11:19:17.704802
927,22,200,3,2018-05-17 11:19:17.704850
928,23,200,2,2018-05-17 11:19:17.704894
929,25,200,4,2018-05-17 11:19:17.704936
930,33,200,2,2018-05-17 11:19:17.704987
931,37,200,2,2018-05-17 11:19:17.705063
932,39,200,3,2018-05-17 11:19:17.705118
933,46,200,7,2018-05-17 11:19:17.705184
934,59,200,5,2018-05-17 11:19:17.705261
935,10,200,7,2018-05-17 11:19:17.705359
936,38,200,5,2018-05-17 11:19:17.705538
937,47,200,3,2018-05-17 11:19:17.705639
938,4,199,3,2018-05-17 11:19:17.706086
939,41,199,7,2018-05-17 11:19:17.706165
940,14,199,2,2018-05-17 11:19:17.706249
941,21,199,7,2018-05-17 11:19:17.706294
942,22,199,1,2018-05-17 11:19:17.706361
943,39,199,9,2018-05-17 11:19:17.706463
944,11,199,10,2018-05-17 11:19:17.706525
945,46,199,7,2018-05-17 11:19:17.706570
946,50,199,2,2018-05-17 11:19:17.706622
947,59,199,5,2018-05-17 11:19:17.706688
948,63,199,3,2018-05-17 11:19:17.706731
949,10,199,3,2018-05-17 11:19:17.706818
950,4,198,9,2018-05-17 11:19:17.707478
951,14,198,1,2018-05-17 11:19:17.707571
952,22,198,3,2018-05-17 11:19:17.707636
953,23,198,3,2018-05-17 11:19:17.707683
954,33,198,3,2018-05-17 11:19:17.707742
955,35,198,5,2018-05-17 11:19:17.707829
956,39,198,4,2018-05-17 11:19:17.707881
957,43,198,4,2018-05-17 11:19:17.707935
958,11,198,6,2018-05-17 11:19:17.707978
959,46,198,4,2018-05-17 11:19:17.708019
960,55,198,3,2018-05-17 11:19:17.708072
961,59,198,4,2018-05-17 11:19:17.708130
962,63,198,5,2018-05-17 11:19:17.708175
963,10,198,2,2018-05-17 11:19:17.708261
964,47,198,3,2018-05-17 11:19:17.708503
965,48,198,2,2018-05-17 11:19:17.708568
966,8,197,1,2018-05-17 11:19:17.708996
967,14,197,1,2018-05-17 11:19:17.709085
968,21,197,6,2018-05-17 11:19:17.709133
969,22,197,1,2018-05-17 11:19:17.709186
970,23,197,5,2018-05-17 11:19:17.709229
971,33,197,4,2018-05-17 11:19:17.709287
972,39,197,13,2018-05-17 11:19:17.709359
973,43,197,2,2018-05-17 11:19:17.709410
974,11,197,4,2018-05-17 11:19:17.709458
975,46,197,2,2018-05-17 11:19:17.709504
976,50,197,4,2018-05-17 11:19:17.709549
977,59,197,1,2018-05-17 11:19:17.709615
978,45,197,3,2018-05-17 11:19:17.709868
979,47,197,3,2018-05-17 11:19:17.709948
980,48,197,1,2018-05-17 11:19:17.710019
981,4,196,2,2018-05-17 11:19:17.710465
982,14,196,1,2018-05-17 11:19:17.710559
983,21,196,7,2018-05-17 11:19:17.710607
984,32,196,1,2018-05-17 11:19:17.710651
985,25,196,4,2018-05-17 11:19:17.710710
986,33,196,2,2018-05-17 11:19:17.710761
987,39,196,4,2018-05-17 11:19:17.710832
988,43,196,2,2018-05-17 11:19:17.710886
989,11,196,1,2018-05-17 11:19:17.710928
990,46,196,4,2018-05-17 11:19:17.710973
991,55,196,3,2018-05-17 11:19:17.711023
992,59,196,3,2018-05-17 11:19:17.711080
993,63,196,1,2018-05-17 11:19:17.711131
994,47,196,2,2018-05-17 11:19:17.711434
995,48,196,1,2018-05-17 11:19:17.711504
996,14,195,3,2018-05-17 11:19:17.711973
997,21,195,5,2018-05-17 11:19:17.712030
998,32,195,5,2018-05-17 11:19:17.712079
999,39,195,5,2018-05-17 11:19:17.712225
1000,43,195,2,2018-05-17 11:19:17.712279
1001,11,195,6,2018-05-17 11:19:17.712323
1002,50,195,4,2018-05-17 11:19:17.712410
1003,63,195,4,2018-05-17 11:19:17.712556
1004,32,194,1,2018-05-17 11:19:17.713647
1005,55,194,1,2018-05-17 11:19:17.713845
1006,41,193,2,2018-05-17 11:19:17.714659
1007,21,193,7,2018-05-17 11:19:17.714787
1008,22,193,2,2018-05-17 11:19:17.714861
1009,25,193,6,2018-05-17 11:19:17.714919
1010,33,193,2,2018-05-17 11:19:17.714977
1011,39,193,2,2018-05-17 11:19:17.715055
1012,42,193,7,2018-05-17 11:19:17.715104
1013,46,193,2,2018-05-17 11:19:17.715175
1014,50,193,6,2018-05-17 11:19:17.715237
1015,59,193,2,2018-05-17 11:19:17.715327
1016,63,193,1,2018-05-17 11:19:17.715407
1017,10,193,1,2018-05-17 11:19:17.715534
1018,57,193,9,2018-05-17 11:19:17.715883
1019,21,192,2,2018-05-17 11:19:17.716406
1020,33,192,1,2018-05-17 11:19:17.716519
1021,39,192,2,2018-05-17 11:19:17.716602
1022,59,192,1,2018-05-17 11:19:17.716708
1023,4,191,4,2018-05-17 11:19:17.717459
1024,41,191,2,2018-05-17 11:19:17.717531
1025,12,191,2,2018-05-17 11:19:17.717596
1026,21,191,1,2018-05-17 11:19:17.717654
1027,22,191,2,2018-05-17 11:19:17.717708
1028,33,191,2,2018-05-17 11:19:17.717788
1029,39,191,6,2018-05-17 11:19:17.717865
1030,43,191,2,2018-05-17 11:19:17.717921
1031,46,191,2,2018-05-17 11:19:17.717976
1032,55,191,2,2018-05-17 11:19:17.718038
1033,59,191,3,2018-05-17 11:19:17.718096
1034,41,190,2,2018-05-17 11:19:17.718857
1035,12,190,2,2018-05-17 11:19:17.718933
1036,14,190,5,2018-05-17 11:19:17.718980
1037,21,190,11,2018-05-17 11:19:17.719024
1038,22,190,1,2018-05-17 11:19:17.719081
1039,23,190,4,2018-05-17 11:19:17.719127
1040,25,190,4,2018-05-17 11:19:17.719169
1041,33,190,2,2018-05-17 11:19:17.719219
1042,35,190,11,2018-05-17 11:19:17.719280
1043,39,190,3,2018-05-17 11:19:17.719330
1044,50,190,9,2018-05-17 11:19:17.719402
1045,55,190,3,2018-05-17 11:19:17.719448
1046,59,190,3,2018-05-17 11:19:17.719508
1047,13,190,1,2018-05-17 11:19:17.719610
1048,16,190,10,2018-05-17 11:19:17.719662
1049,38,190,4,2018-05-17 11:19:17.719819
1050,57,190,11,2018-05-17 11:19:17.720010
1051,4,189,5,2018-05-17 11:19:17.720382
1052,41,189,4,2018-05-17 11:19:17.720455
1053,21,189,5,2018-05-17 11:19:17.720533
1054,22,189,6,2018-05-17 11:19:17.720592
1055,23,189,3,2018-05-17 11:19:17.720636
1056,25,189,4,2018-05-17 11:19:17.720679
1057,34,189,5,2018-05-17 11:19:17.720737
1058,39,189,5,2018-05-17 11:19:17.720802
1059,11,189,3,2018-05-17 11:19:17.720862
1060,46,189,2,2018-05-17 11:19:17.720908
1061,63,189,6,2018-05-17 11:19:17.720988
1062,16,189,5,2018-05-17 11:19:17.721129
1063,47,189,4,2018-05-17 11:19:17.721355
1064,57,189,7,2018-05-17 11:19:17.721487
1065,41,188,6,2018-05-17 11:19:17.721879
1066,12,188,1,2018-05-17 11:19:17.721956
1067,21,188,7,2018-05-17 11:19:17.722013
1068,22,188,1,2018-05-17 11:19:17.722066
1069,25,188,2,2018-05-17 11:19:17.722117
1070,31,188,3,2018-05-17 11:19:17.722161
1071,33,188,4,2018-05-17 11:19:17.722203
1072,39,188,3,2018-05-17 11:19:17.722276
1073,42,188,5,2018-05-17 11:19:17.722323
1074,11,188,2,2018-05-17 11:19:17.722375
1075,46,188,6,2018-05-17 11:19:17.722417
1076,55,188,3,2018-05-17 11:19:17.722467
1077,59,188,3,2018-05-17 11:19:17.722525
1078,63,188,7,2018-05-17 11:19:17.722611
1079,16,188,3,2018-05-17 11:19:17.722721
1080,38,188,3,2018-05-17 11:19:17.722879
1081,44,188,2,2018-05-17 11:19:17.722922
1082,57,188,6,2018-05-17 11:19:17.723106
1083,8,187,1,2018-05-17 11:19:17.723497
1084,41,187,4,2018-05-17 11:19:17.723554
1085,12,187,6,2018-05-17 11:19:17.723617
1086,14,187,1,2018-05-17 11:19:17.723664
1087,21,187,11,2018-05-17 11:19:17.723708
1088,23,187,5,2018-05-17 11:19:17.723765
1089,25,187,4,2018-05-17 11:19:17.723807
1090,31,187,5,2018-05-17 11:19:17.723852
1091,33,187,4,2018-05-17 11:19:17.723894
1092,39,187,9,2018-05-17 11:19:17.723965
1093,42,187,10,2018-05-17 11:19:17.724010
1094,43,187,5,2018-05-17 11:19:17.724052
1095,46,187,1,2018-05-17 11:19:17.724109
1096,50,187,4,2018-05-17 11:19:17.724153
1097,55,187,2,2018-05-17 11:19:17.724196
1098,59,187,4,2018-05-17 11:19:17.724253
1099,63,187,1,2018-05-17 11:19:17.724296
1100,7,187,1,2018-05-17 11:19:17.724379
1101,13,187,1,2018-05-17 11:19:17.724437
1102,16,187,9,2018-05-17 11:19:17.724491
1103,47,187,1,2018-05-17 11:19:17.724749
1104,48,187,5,2018-05-17 11:19:17.724813
1105,57,187,11,2018-05-17 11:19:17.724913
1106,41,186,1,2018-05-17 11:19:17.725290
1107,12,186,2,2018-05-17 11:19:17.725375
1108,21,186,5,2018-05-17 11:19:17.725446
1109,23,186,3,2018-05-17 11:19:17.725530
1110,25,186,2,2018-05-17 11:19:17.725594
1111,31,186,6,2018-05-17 11:19:17.725647
1112,33,186,4,2018-05-17 11:19:17.725742
1113,37,186,2,2018-05-17 11:19:17.725856
1114,39,186,4,2018-05-17 11:19:17.725920
1115,42,186,4,2018-05-17 11:19:17.725995
1116,11,186,8,2018-05-17 11:19:17.726069
1117,50,186,7,2018-05-17 11:19:17.726147
1118,55,186,2,2018-05-17 11:19:17.726194
1119,59,186,7,2018-05-17 11:19:17.726254
1120,57,186,10,2018-05-17 11:19:17.726714
1121,4,185,3,2018-05-17 11:19:17.727121
1122,41,185,5,2018-05-17 11:19:17.727189
1123,21,185,8,2018-05-17 11:19:17.727309
1124,32,185,2,2018-05-17 11:19:17.727362
1125,22,185,6,2018-05-17 11:19:17.727408
1126,23,185,5,2018-05-17 11:19:17.727452
1127,25,185,2,2018-05-17 11:19:17.727500
1128,31,185,7,2018-05-17 11:19:17.727545
1129,33,185,2,2018-05-17 11:19:17.727588
1130,37,185,2,2018-05-17 11:19:17.727656
1131,43,185,7,2018-05-17 11:19:17.727718
1132,46,185,2,2018-05-17 11:19:17.727779
1133,50,185,4,2018-05-17 11:19:17.727824
1134,55,185,5,2018-05-17 11:19:17.727870
1135,59,185,2,2018-05-17 11:19:17.727938
1136,63,185,5,2018-05-17 11:19:17.727984
1137,16,185,10,2018-05-17 11:19:17.728130
1138,38,185,3,2018-05-17 11:19:17.728301
1139,57,185,11,2018-05-17 11:19:17.728499
1140,4,183,1,2018-05-17 11:19:17.728913
1141,8,183,1,2018-05-17 11:19:17.728978
1142,41,183,5,2018-05-17 11:19:17.729028
1143,12,183,2,2018-05-17 11:19:17.729089
1144,14,183,2,2018-05-17 11:19:17.729134
1145,22,183,1,2018-05-17 11:19:17.729229
1146,25,183,8,2018-05-17 11:19:17.729280
1147,31,183,3,2018-05-17 11:19:17.729326
1148,33,183,1,2018-05-17 11:19:17.729372
1149,39,183,1,2018-05-17 11:19:17.729447
1150,42,183,3,2018-05-17 11:19:17.729491
1151,43,183,3,2018-05-17 11:19:17.729537
1152,11,183,2,2018-05-17 11:19:17.729580
1153,46,183,6,2018-05-17 11:19:17.729622
1154,50,183,6,2018-05-17 11:19:17.729666
1155,59,183,1,2018-05-17 11:19:17.729743
1156,16,183,1,2018-05-17 11:19:17.729861
1157,38,183,1,2018-05-17 11:19:17.730026
